time,pitch_desired,ang_pitch,angvel_pitch,u2
5.46,0.214568558,0.184608193,0.434825151,-0.001193489
5.48,0.222765995,0.193245022,0.428857703,-0.001247665
5.5,0.230822729,0.201759793,0.422619381,-0.001301052
5.52,0.23873367,0.210147128,0.416114123,-0.001353617
5.54,0.246493821,0.218401729,0.409346038,-0.001405327
5.56,0.254098282,0.226518384,0.402319401,-0.00145615
5.58,0.261542249,0.234491964,0.395038651,-0.001506053
5.6,0.26882102,0.242317435,0.387508386,-0.001555005
5.62,0.275929998,0.249989852,0.379733363,-0.001602974
5.64,0.282864693,0.257504371,0.371718491,-0.001649931
5.66,0.289620724,0.264856244,0.363468835,-0.001695846
5.68,0.296193825,0.272040828,0.354989603,-0.00174069
5.7,0.302579843,0.279053586,0.346286153,-0.001784434
5.72,0.308774745,0.285890087,0.337363981,-0.001827052
5.74,0.314774619,0.292546014,0.328228722,-0.001868515
5.76,0.320575674,0.299017163,0.318886147,-0.001908798
5.78,0.326174247,0.305299446,0.309342157,-0.001947875
5.8,0.331566801,0.311388895,0.29960278,-0.001985723
5.82,0.33674993,0.317281665,0.289674167,-0.002022315
5.84,0.341720361,0.322974032,0.27956259,-0.002057631
5.86,0.346474954,0.328462403,0.269274435,-0.002091647
5.88,0.351010706,0.333743309,0.258816201,-0.002124342
5.9,0.355324753,0.338813416,0.248194492,-0.002155695
5.92,0.359414368,0.343669521,0.237416019,-0.002185686
5.94,0.36327697,0.348308557,0.226487589,-0.002214297
5.96,0.366910118,0.352727594,0.215416104,-0.002241509
5.98,0.370311517,0.356923841,0.204208558,-0.002267306
6,0,0.360894647,0.192872029,0
