time (s), accel_x (m/s^2), accel_y (m/s^2), accel_z (m/s^2), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad), mocap_counter, counter, desired x, desired y, desired z, desired yaw,planner x,planner y,planner z,1,2,3
31.009,0,0,0,0,0,0,2.2545,-0.0618,-0.7402,-0.0057,-0.0257,-0.0095,1738,64330,2.3801,-0.3652,-0.7036,0,0.8022,0,-0.66,1.06,0.0136,-0.6584
31.029,0,0,0,0,0,0,2.2535,-0.0636,-0.7401,-0.0057,-0.0291,-0.013,1739,64330,2.234,-0.3315,-0.6996,0,0.7982,0,-0.66,1.06,0.0135,-0.6584
31.049,0,0,0,0,0,0,2.2521,-0.0656,-0.7401,-0.0061,-0.0278,-0.0143,1740,64330,2.134,-0.3114,-0.6972,0,0.7942,0,-0.66,1.06,0.0136,-0.6584
31.069,0,0,0,0,0,0,2.2505,-0.0674,-0.7399,-0.0058,-0.0211,-0.0153,1741,64330,2.4581,-0.4198,-0.7102,0,0.7902,0,-0.66,1.06,0.0136,-0.6584
31.089,0,0,0,0,0,0,2.2489,-0.0697,-0.7399,-0.006,-0.0165,-0.0197,1742,64330,2.3127,-0.3833,-0.7058,0,0.7862,0,-0.66,1.0599,0.0135,-0.6584
31.108,0,0,0,0,0,0,2.2477,-0.0719,-0.7398,-0.0062,-0.0173,-0.0256,1743,64330,2.1673,-0.3469,-0.7014,0,0.7822,0,-0.66,1.0601,0.0136,-0.6584
31.13,0,0,0,0,0,0,2.2466,-0.0742,-0.7397,-0.0066,-0.0197,-0.0289,1744,64330,2.247,-0.3839,-0.7059,0,0.7784,0,-0.66,1.0601,0.0136,-0.6584
31.15,0,0,0,0,0,0,2.2451,-0.0766,-0.7397,-0.0066,-0.0194,-0.0312,1745,64330,2.1019,-0.3461,-0.7013,0,0.774,0,-0.66,1.06,0.0135,-0.6584
31.17,0,0,0,0,0,0,2.2439,-0.0792,-0.7397,-0.0068,-0.0215,-0.0353,1746,64330,2.1113,-0.3495,-0.7018,0,0.77,0,-0.66,1.06,0.0136,-0.6584
31.19,0,0,0,0,0,0,2.2426,-0.0817,-0.7397,-0.007,-0.026,-0.0386,1747,64330,2.5067,-0.4985,-0.7195,0,0.766,0,-0.66,1.06,0.0136,-0.6584
31.21,0,0,0,0,0,0,2.2413,-0.0845,-0.7396,-0.0077,-0.026,-0.0399,1748,64330,2.3626,-0.4573,-0.7146,0,0.762,0,-0.66,1.06,0.0136,-0.6583
31.23,0,0,0,0,0,0,2.2399,-0.0875,-0.7395,-0.0076,-0.0235,-0.0409,1749,64330,2.2184,-0.4162,-0.7097,0,0.758,0,-0.66,1.0601,0.0135,-0.6584
31.25,0,0,0,0,0,0,2.2383,-0.0903,-0.7393,-0.0074,-0.0191,-0.041,1750,64330,2.0959,-0.3833,-0.7058,0,0.754,0,-0.66,1.0599,0.0135,-0.6584
31.27,0,0,0,0,0,0,2.2365,-0.0933,-0.7389,-0.0081,-0.0118,-0.0399,1751,64330,2.509,-0.5558,-0.7264,0,0.75,0,-0.66,1.06,0.0136,-0.6583
31.29,0,0,0,0,0,0,2.2348,-0.0965,-0.7389,-0.0078,-0.0072,-0.042,1752,64330,2.366,-0.5107,-0.721,0,0.746,0,-0.66,1.06,0.0135,-0.6584
31.31,0,0,0,0,0,0,2.2335,-0.1005,-0.739,-0.0078,-0.0089,-0.0464,1753,64330,2.223,-0.4657,-0.7157,0,0.742,0,-0.66,1.06,0.0136,-0.6584
31.33,0,0,0,0,0,0,2.2323,-0.1041,-0.7388,-0.008,-0.0159,-0.0514,1754,64330,2.08,-0.4209,-0.7103,0,0.738,0,-0.66,1.06,0.0135,-0.6584
31.35,0,0,0,0,0,0,2.2308,-0.1078,-0.7391,-0.009,-0.0198,-0.0522,1755,64330,2.4897,-0.6116,-0.7331,0,0.734,0,-0.66,1.06,0.0136,-0.6584
31.37,0,0,0,0,0,0,2.2292,-0.1119,-0.7393,-0.0091,-0.0218,-0.0535,1756,64330,2.3481,-0.5624,-0.7272,0,0.73,0,-0.66,1.06,0.0136,-0.6584
31.39,0,0,0,0,0,0,2.2279,-0.1163,-0.7397,-0.0094,-0.0271,-0.0564,1757,64330,2.2065,-0.5133,-0.7213,0,0.726,0,-0.66,1.06,0.0135,-0.6584
31.41,0,0,0,0,0,0,2.2266,-0.1208,-0.7399,-0.0097,-0.0324,-0.0593,1758,64330,2.0648,-0.4643,-0.7155,0,0.722,0,-0.66,1.0601,0.0136,-0.6583
31.43,0,0,0,0,0,0,2.2251,-0.1253,-0.7401,-0.0101,-0.0323,-0.0583,1759,64330,2.4309,-0.657,-0.7385,0,0.718,0,-0.66,1.0601,0.0136,-0.6584
31.45,0,0,0,0,0,0,2.2232,-0.13,-0.7402,-0.0102,-0.0263,-0.0561,1760,64330,2.2909,-0.6034,-0.7321,0,0.714,0,-0.66,1.06,0.0136,-0.6584
31.47,0,0,0,0,0,0,2.2214,-0.135,-0.7404,-0.0102,-0.0213,-0.0576,1761,64330,2.1509,-0.55,-0.7257,0,0.71,0,-0.66,1.06,0.0136,-0.6583
31.49,0,0,0,0,0,0,2.2198,-0.1403,-0.7404,-0.0105,-0.0199,-0.0598,1762,64330,2.0435,-0.5135,-0.7214,0,0.706,0,-0.66,1.06,0.0136,-0.6583
31.51,0,0,0,0,0,0,2.2181,-0.1457,-0.7406,-0.0105,-0.0183,-0.0592,1763,64330,2.3725,-0.7114,-0.745,0,0.702,0,-0.66,1.06,0.0136,-0.6584
31.53,0,0,0,0,0,0,2.2166,-0.1512,-0.7407,-0.0105,-0.018,-0.0594,1764,64330,2.2346,-0.6528,-0.738,0,0.698,0,-0.66,1.06,0.0135,-0.6584
31.55,0,0,0,0,0,0,2.215,-0.1571,-0.7411,-0.0108,-0.0214,-0.0614,1765,64330,2.0967,-0.5943,-0.731,0,0.694,0,-0.66,1.0601,0.0136,-0.6584
31.57,0,0,0,0,0,0,2.2136,-0.1632,-0.7413,-0.0111,-0.0271,-0.0643,1766,64330,2.0434,-0.5857,-0.73,0,0.69,0,-0.66,1.06,0.0136,-0.6583
31.59,0,0,0,0,0,0,2.212,-0.1694,-0.7417,-0.0108,-0.0297,-0.0637,1767,64330,2.1545,-0.6779,-0.741,0,0.686,0,-0.66,1.06,0.0136,-0.6584
31.61,0,0,0,0,0,0,2.2101,-0.1754,-0.7419,-0.0105,-0.0268,-0.0542,1768,64330,2.0184,-0.6152,-0.7335,0,0.682,0,-0.66,1.0601,0.0136,-0.6584
31.63,0,0,0,0,0,0,2.2084,-0.1814,-0.742,-0.0102,-0.0248,-0.0419,1769,64330,2.1488,-0.7276,-0.747,0,0.678,0,-0.66,1.06,0.0136,-0.6583
31.65,0,0,0,0,0,0,2.2067,-0.1875,-0.7425,-0.01,-0.0241,-0.0306,1770,64330,2.0145,-0.6614,-0.7391,0,0.674,0,-0.66,1.06,0.0136,-0.6583
31.67,0,0,0,0,0,0,2.2048,-0.1938,-0.7428,-0.0096,-0.0216,-0.0197,1771,64330,2.0499,-0.7153,-0.7455,0,0.67,0,-0.66,1.06,0.0135,-0.6584
31.69,0,0,0,0,0,0,2.203,-0.2006,-0.7432,-0.0095,-0.0173,-0.0166,1772,64330,1.942,-0.6651,-0.7395,0,0.666,0,-0.66,1.06,0.0135,-0.6583
31.71,0,0,0,0,0,0,2.201,-0.2073,-0.7438,-0.0096,-0.012,-0.0205,1773,64330,2.2422,-0.9293,-0.7711,0,0.662,0,-0.66,1.0601,0.0136,-0.6584
31.73,0,0,0,0,0,0,2.199,-0.2144,-0.7443,-0.0099,-0.0056,-0.0254,1774,64330,2.113,-0.8535,-0.762,0,0.658,0,-0.66,1.06,0.0136,-0.6583
31.747,0,0,0,0,0,0,2.1968,-0.2216,-0.7448,-0.0095,0.0001,-0.033,1775,64330,1.9838,-0.7779,-0.753,0,0.654,0,-0.66,1.0601,0.0135,-0.6584
31.772,0,0,0,0,0,0,2.1945,-0.2288,-0.7453,-0.0098,0.0059,-0.0378,1776,64330,1.8979,-0.7396,-0.7484,0,0.6506,0,-0.66,1.06,0.0136,-0.6583
31.792,0,0,0,0,0,0,2.1921,-0.2359,-0.7456,-0.0098,0.0128,-0.0397,1777,64330,2.0919,-0.9538,-0.7741,0,0.6456,0,-0.66,1.0601,0.0136,-0.6583
31.812,0,0,0,0,0,0,2.1895,-0.243,-0.7461,-0.0105,0.0212,-0.0394,1778,64330,1.9668,-0.8716,-0.7642,0,0.6416,0,-0.66,1.06,0.0136,-0.6584
31.832,0,0,0,0,0,0,2.1868,-0.2503,-0.7466,-0.0105,0.0263,-0.0401,1779,64330,1.8416,-0.7895,-0.7544,0,0.6376,0,-0.66,1.06,0.0136,-0.6583
31.852,0,0,0,0,0,0,2.1843,-0.2576,-0.7468,-0.0106,0.0292,-0.043,1780,64330,2.047,-1.0474,-0.7853,0,0.6336,0,-0.66,1.0601,0.0136,-0.6583
31.872,0,0,0,0,0,0,2.1811,-0.2649,-0.7472,-0.0109,0.0338,-0.046,1781,64330,1.9267,-0.9585,-0.7746,0,0.6296,0,-0.66,1.0601,0.0137,-0.6584
31.892,0,0,0,0,0,0,2.178,-0.2729,-0.7477,-0.0108,0.0365,-0.0505,1782,64330,1.8062,-0.8698,-0.764,0,0.6256,0,-0.66,1.06,0.0136,-0.6583
31.912,0,0,0,0,0,0,2.1747,-0.2809,-0.7483,-0.011,0.037,-0.0568,1783,64330,1.85,-0.9758,-0.7767,0,0.6216,0,-0.66,1.06,0.0135,-0.6584
31.932,0,0,0,0,0,0,2.1709,-0.2888,-0.7487,-0.0112,0.0397,-0.0622,1784,64330,1.7327,-0.8829,-0.7656,0,0.6176,0,-0.66,1.06,0.0136,-0.6582
31.952,0,0,0,0,0,0,2.1672,-0.2974,-0.7493,-0.0113,0.0413,-0.0691,1785,64330,1.8944,-1.1624,-0.799,0,0.6136,0,-0.66,1.06,0.0136,-0.6584
31.972,0,0,0,0,0,0,2.163,-0.3061,-0.7502,-0.0107,0.0421,-0.0778,1786,64330,1.7836,-1.062,-0.787,0,0.6096,0,-0.66,1.06,0.0135,-0.6584
31.992,0,0,0,0,0,0,2.1586,-0.3146,-0.7509,-0.0108,0.046,-0.0825,1787,64330,1.6725,-0.9619,-0.775,0,0.6056,0,-0.66,1.0601,0.0136,-0.6583
32.012,0,0,0,0,0,0,2.1538,-0.3234,-0.7515,-0.0114,0.051,-0.085,1788,64330,1.705,-1.0909,-0.7905,0,0.6016,0,-0.66,1.06,0.0136,-0.6583
32.032,0,0,0,0,0,0,2.1484,-0.3323,-0.7522,-0.0112,0.057,-0.0868,1789,64330,1.5985,-0.9861,-0.7779,0,0.5976,0,-0.66,1.0599,0.0136,-0.6583
32.052,0,0,0,0,0,0,2.1431,-0.3418,-0.7529,-0.0113,0.061,-0.0905,1790,64330,1.6618,-1.1967,-0.8032,0,0.5936,0,-0.66,1.0599,0.0135,-0.6582
32.072,0,0,0,0,0,0,2.1374,-0.3512,-0.7536,-0.0116,0.0628,-0.0969,1791,64330,1.5621,-1.0855,-0.7899,0,0.5896,0,-0.66,1.06,0.0136,-0.6583
32.092,0,0,0,0,0,0,2.1313,-0.3609,-0.7542,-0.0116,0.0681,-0.0995,1792,64330,1.4904,-1.0362,-0.784,0,0.5856,0,-0.66,1.0599,0.0136,-0.6582
32.112,0,0,0,0,0,0,2.1247,-0.3711,-0.755,-0.0119,0.0745,-0.1009,1793,64330,1.5281,-1.256,-0.8103,0,0.5816,0,-0.66,1.0599,0.0136,-0.6583
32.132,0,0,0,0,0,0,2.1178,-0.3811,-0.7557,-0.0123,0.0812,-0.1018,1794,64330,1.438,-1.137,-0.796,0,0.5776,0,-0.66,1.0599,0.0135,-0.6583
32.152,0,0,0,0,0,0,2.1104,-0.3916,-0.7563,-0.0129,0.0869,-0.1019,1795,64330,1.3664,-1.0752,-0.7887,0,0.5736,0,-0.66,1.0599,0.0135,-0.6582
32.172,0,0,0,0,0,0,2.1026,-0.4026,-0.7572,-0.0134,0.0923,-0.1053,1796,64330,1.3799,-1.3187,-0.8178,0,0.5696,0,-0.66,1.0599,0.0135,-0.6583
32.192,0,0,0,0,0,0,2.0943,-0.4135,-0.758,-0.0137,0.0994,-0.1066,1797,64330,1.3015,-1.1918,-0.8026,0,0.5656,0,-0.66,1.0599,0.0135,-0.6583
32.212,0,0,0,0,0,0,2.0856,-0.4249,-0.7587,-0.0136,0.1052,-0.108,1798,64330,1.2269,-1.0856,-0.7899,0,0.5616,0,-0.66,1.0598,0.0135,-0.6582
32.232,0,0,0,0,0,0,2.0763,-0.4365,-0.7599,-0.0138,0.1116,-0.1104,1799,64330,1.2257,-1.4662,-0.8355,0,0.5576,0,-0.66,1.0599,0.0136,-0.6583
32.252,0,0,0,0,0,0,2.0663,-0.4484,-0.7609,-0.0149,0.1201,-0.1087,1800,64330,1.1636,-1.3307,-0.8193,0,0.5536,0,-0.66,1.0598,0.0135,-0.6583
32.272,0,0,0,0,0,0,2.0561,-0.4606,-0.7618,-0.0156,0.128,-0.1067,1801,64330,1.1011,-1.1953,-0.8031,0,0.5496,0,-0.66,1.0599,0.0135,-0.6583
32.292,0,0,0,0,0,0,2.0451,-0.4727,-0.7628,-0.0165,0.1356,-0.1062,1802,64330,1.0403,-1.1215,-0.7943,0,0.5456,0,-0.66,1.0599,0.0136,-0.6583
32.312,0,0,0,0,0,0,2.0334,-0.4852,-0.7639,-0.0182,0.1436,-0.1005,1803,64330,0.9737,-1.3328,-0.8196,0,0.5416,0,-0.66,1.0599,0.0136,-0.6583
32.332,0,0,0,0,0,0,2.0215,-0.4981,-0.7651,-0.0194,0.1513,-0.0966,1804,64330,0.9274,-1.1911,-0.8026,0,0.5376,0,-0.66,1.0599,0.0135,-0.6583
32.352,0,0,0,0,0,0,2.0085,-0.5112,-0.7662,-0.0202,0.1579,-0.0978,1805,64330,0.8744,-1.1056,-0.7924,0,0.5336,0,-0.66,1.0599,0.0135,-0.6583
32.372,0,0,0,0,0,0,1.995,-0.5245,-0.7672,-0.0211,0.1653,-0.097,1806,64330,0.7722,-1.3124,-0.8172,0,0.5296,0,-0.66,1.06,0.0136,-0.6583
32.392,0,0,0,0,0,0,1.9809,-0.5378,-0.7683,-0.0231,0.1737,-0.0905,1807,64330,0.7447,-1.166,-0.7996,0,0.5256,0,-0.66,1.06,0.0136,-0.6583
32.412,0,0,0,0,0,0,1.9659,-0.5513,-0.7694,-0.0248,0.1822,-0.0851,1808,64330,0.707,-1.0561,-0.7865,0,0.5216,0,-0.66,1.06,0.0135,-0.6583
32.432,0,0,0,0,0,0,1.9501,-0.5649,-0.7705,-0.0266,0.19,-0.0802,1809,64330,0.5524,-1.2983,-0.8155,0,0.5176,0,-0.66,1.06,0.0135,-0.6583
32.452,0,0,0,0,0,0,1.9337,-0.5783,-0.7714,-0.0295,0.1975,-0.0702,1810,64330,0.5479,-1.1494,-0.7977,0,0.5136,0,-0.66,1.0599,0.0136,-0.6582
32.472,0,0,0,0,0,0,1.9166,-0.592,-0.7723,-0.0328,0.2059,-0.059,1811,64330,0.5429,-1.0006,-0.7799,0,0.5096,0,-0.66,1.06,0.0136,-0.6583
32.492,0,0,0,0,0,0,1.8985,-0.6057,-0.7733,-0.0353,0.2144,-0.0509,1812,64330,0.3828,-1.155,-0.7984,0,0.5056,0,-0.66,1.0599,0.0135,-0.6583
32.512,0,0,0,0,0,0,1.8797,-0.6193,-0.7738,-0.0389,0.2217,-0.0389,1813,64330,0.3981,-1.0068,-0.7806,0,0.5016,0,-0.66,1.06,0.0136,-0.6582
32.532,0,0,0,0,0,0,1.8603,-0.6329,-0.7744,-0.0423,0.2302,-0.0293,1814,64330,0.3843,-0.9023,-0.7681,0,0.4976,0,-0.66,1.0599,0.0136,-0.6583
32.552,0,0,0,0,0,0,1.8397,-0.6466,-0.7751,-0.0448,0.2381,-0.0213,1815,64330,0.1952,-1.0351,-0.7841,0,0.4936,0,-0.66,1.0599,0.0136,-0.6583
32.572,0,0,0,0,0,0,1.8185,-0.6601,-0.7756,-0.0483,0.2435,-0.0089,1816,64330,0.236,-0.8918,-0.7669,0,0.4896,0,-0.66,1.06,0.0135,-0.6583
32.592,0,0,0,0,0,0,1.7968,-0.6732,-0.7759,-0.0523,0.2492,0.0035,1817,64330,0.2505,-0.7765,-0.7531,0,0.4856,0,-0.66,1.0599,0.0136,-0.6583
32.612,0,0,0,0,0,0,1.7736,-0.6861,-0.7764,-0.0562,0.2546,0.0166,1818,64330,0.006,-0.9138,-0.7695,0,0.4816,0,-0.66,1.06,0.0136,-0.6583
32.632,0,0,0,0,0,0,1.7498,-0.6988,-0.7766,-0.0615,0.2579,0.0346,1819,64330,0.0744,-0.7812,-0.7536,0,0.4776,0,-0.66,1.06,0.0135,-0.6584
32.652,0,0,0,0,0,0,1.7254,-0.7109,-0.7765,-0.0673,0.2622,0.0517,1820,64330,0.1423,-0.6484,-0.7377,0,0.4736,0,-0.66,1.06,0.0136,-0.6584
32.672,0,0,0,0,0,0,1.6996,-0.7225,-0.7766,-0.071,0.2671,0.0669,1821,64330,-0.1196,-0.7526,-0.7502,0,0.4696,0,-0.66,1.0601,0.0136,-0.6584
32.692,0,0,0,0,0,0,1.6734,-0.734,-0.7763,-0.0769,0.2688,0.0862,1822,64330,-0.0279,-0.6347,-0.7361,0,0.4656,0,-0.66,1.06,0.0136,-0.6584
32.712,0,0,0,0,0,0,1.6463,-0.7452,-0.7757,-0.0815,0.2711,0.1024,1823,64330,0.0633,-0.5165,-0.7219,0,0.4616,0,-0.66,1.0601,0.0136,-0.6584
32.732,0,0,0,0,0,0,1.618,-0.7555,-0.7753,-0.0857,0.275,0.117,1824,64330,-0.2273,-0.6005,-0.7319,0,0.4576,0,-0.66,1.06,0.0136,-0.6584
32.752,0,0,0,0,0,0,1.5893,-0.7653,-0.7744,-0.0904,0.2748,0.135,1825,64330,-0.1152,-0.5016,-0.7201,0,0.4536,0,-0.66,1.0601,0.0137,-0.6585
32.772,0,0,0,0,0,0,1.5601,-0.7745,-0.7733,-0.0946,0.2736,0.151,1826,64330,-0.0034,-0.4023,-0.7082,0,0.4496,0,-0.66,1.06,0.0136,-0.6585
32.792,0,0,0,0,0,0,1.5293,-0.7829,-0.7722,-0.0988,0.2718,0.1664,1827,64330,-0.2207,-0.4311,-0.7116,0,0.4456,0,-0.66,1.06,0.0135,-0.6585
32.812,0,0,0,0,0,0,1.4986,-0.7904,-0.7709,-0.1037,0.265,0.1861,1828,64330,-0.0952,-0.3494,-0.7018,0,0.4416,0,-0.66,1.0601,0.0136,-0.6585
32.832,0,0,0,0,0,0,1.4671,-0.7969,-0.7694,-0.1077,0.257,0.2049,1829,64330,-0.044,-0.2906,-0.6948,0,0.4376,0,-0.66,1.0601,0.0136,-0.6585
32.852,0,0,0,0,0,0,1.4344,-0.8025,-0.7681,-0.1111,0.2489,0.2206,1830,64330,-0.2401,-0.302,-0.6961,0,0.4336,0,-0.66,1.0601,0.0135,-0.6585
32.872,0,0,0,0,0,0,1.4016,-0.8072,-0.7666,-0.1139,0.238,0.2376,1831,64330,-0.1035,-0.2404,-0.6887,0,0.4296,0,-0.66,1.0601,0.0136,-0.6585
32.892,0,0,0,0,0,0,1.3681,-0.8107,-0.7649,-0.1167,0.2263,0.2522,1832,64330,-0.1002,-0.2075,-0.6848,0,0.4256,0,-0.66,1.0601,0.0136,-0.6585
32.912,0,0,0,0,0,0,1.3337,-0.8132,-0.7634,-0.1179,0.2138,0.2651,1833,64330,-0.1285,-0.184,-0.682,0,0.4216,0,-0.66,1.0601,0.0136,-0.6585
32.932,0,0,0,0,0,0,1.2991,-0.8148,-0.7615,-0.119,0.1983,0.2782,1834,64330,-0.0805,-0.1518,-0.6781,0,0.4176,0,-0.66,1.06,0.0135,-0.6585
32.952,0,0,0,0,0,0,1.2642,-0.8151,-0.7597,-0.1193,0.1818,0.2883,1835,64330,-0.232,-0.1505,-0.6779,0,0.4136,0,-0.66,1.0601,0.0136,-0.6585
32.972,0,0,0,0,0,0,1.2286,-0.8141,-0.7578,-0.1185,0.1652,0.2966,1836,64330,-0.086,-0.1163,-0.6738,0,0.4096,0,-0.66,1.0601,0.0136,-0.6584
32.992,0,0,0,0,0,0,1.193,-0.8122,-0.7558,-0.1178,0.147,0.3048,1837,64330,-0.2315,-0.1148,-0.6736,0,0.4056,0,-0.66,1.0601,0.0136,-0.6585
33.012,0,0,0,0,0,0,1.1571,-0.809,-0.7539,-0.1163,0.1276,0.3091,1838,64330,-0.084,-0.088,-0.6705,0,0.4016,0,-0.66,1.0601,0.0135,-0.6585
33.032,0,0,0,0,0,0,1.121,-0.8044,-0.752,-0.1138,0.1071,0.312,1839,64330,-0.3302,-0.1031,-0.6722,0,0.3976,0,-0.66,1.0601,0.0137,-0.6585
33.052,0,0,0,0,0,0,1.0848,-0.7987,-0.75,-0.112,0.0875,0.3126,1840,64330,-0.1817,-0.082,-0.6697,0,0.3936,0,-0.66,1.0601,0.0136,-0.6586
33.072,0,0,0,0,0,0,1.0487,-0.7921,-0.748,-0.1086,0.068,0.3107,1841,64330,-0.0406,-0.0612,-0.6673,0,0.3896,0,-0.66,1.0601,0.0136,-0.6585
33.092,0,0,0,0,0,0,1.0124,-0.7841,-0.746,-0.1062,0.0495,0.3084,1842,64330,-0.0506,-0.0618,-0.6673,0,0.3856,0,-0.66,1.0602,0.0135,-0.6585
33.112,0,0,0,0,0,0,0.9766,-0.7751,-0.7439,-0.103,0.0305,0.3047,1843,64330,-0.0606,-0.0624,-0.6674,0,0.3816,0,-0.66,1.0601,0.0136,-0.6585
33.132,0,0,0,0,0,0,0.9408,-0.7645,-0.7416,-0.0998,0.0124,0.2978,1844,64330,-0.4811,-0.086,-0.6702,0,0.3776,0,-0.66,1.0601,0.0136,-0.6585
33.152,0,0,0,0,0,0,0.9056,-0.7537,-0.7395,-0.0968,-0.0062,0.2883,1845,64330,-0.3319,-0.071,-0.6684,0,0.3736,0,-0.66,1.0601,0.0135,-0.6586
33.172,0,0,0,0,0,0,0.8708,-0.7413,-0.737,-0.0942,-0.0287,0.2781,1846,64330,-0.1827,-0.0559,-0.6666,0,0.3696,0,-0.66,1.0601,0.0136,-0.6584
33.192,0,0,0,0,0,0,0.8367,-0.7283,-0.7345,-0.0915,-0.0534,0.2671,1847,64330,-0.0419,-0.0412,-0.6649,0,0.3656,0,-0.66,1.0602,0.0136,-0.6586
33.212,0,0,0,0,0,0,0.803,-0.7145,-0.7319,-0.0894,-0.0776,0.2555,1848,64330,-0.0519,-0.0416,-0.6649,0,0.3616,0,-0.66,1.06,0.0135,-0.6585
33.232,0,0,0,0,0,0,0.7699,-0.6997,-0.7295,-0.0876,-0.0964,0.2407,1849,64330,-0.0619,-0.042,-0.665,0,0.3576,0,-0.66,1.06,0.0136,-0.6584
33.252,0,0,0,0,0,0,0.737,-0.684,-0.7271,-0.0868,-0.1076,0.2236,1850,64330,-0.4851,-0.0598,-0.667,0,0.3536,0,-0.66,1.0601,0.0136,-0.6585
33.272,0,0,0,0,0,0,0.7048,-0.6678,-0.7248,-0.0858,-0.1156,0.2055,1851,64330,-0.3355,-0.0491,-0.6658,0,0.3496,0,-0.66,1.0601,0.0136,-0.6585
33.292,0,0,0,0,0,0,0.6733,-0.6511,-0.7229,-0.0852,-0.1274,0.1872,1852,64330,-0.1859,-0.0383,-0.6645,0,0.3456,0,-0.66,1.0601,0.0135,-0.6585
33.312,0,0,0,0,0,0,0.6429,-0.6338,-0.7205,-0.0839,-0.143,0.1698,1853,64330,-0.0411,-0.0276,-0.6632,0,0.3416,0,-0.66,1.0601,0.0136,-0.6585
33.332,0,0,0,0,0,0,0.6134,-0.6158,-0.7185,-0.0837,-0.159,0.1534,1854,64330,-0.0511,-0.028,-0.6633,0,0.3376,0,-0.66,1.0601,0.0136,-0.6585
33.352,0,0,0,0,0,0,0.5843,-0.5975,-0.7163,-0.0844,-0.1693,0.1358,1855,64330,-0.0611,-0.0283,-0.6633,0,0.3336,0,-0.66,1.0601,0.0136,-0.6585
33.372,0,0,0,0,0,0,0.556,-0.579,-0.714,-0.0832,-0.1723,0.1181,1856,64330,-0.4996,-0.0426,-0.6649,0,0.3296,0,-0.66,1.0601,0.0135,-0.6585
33.392,0,0,0,0,0,0,0.5284,-0.5601,-0.7116,-0.0832,-0.1739,0.1016,1857,64330,-0.3498,-0.0349,-0.664,0,0.3256,0,-0.66,1.0601,0.0136,-0.6585
33.412,0,0,0,0,0,0,0.5019,-0.5411,-0.709,-0.0828,-0.1789,0.0857,1858,64330,-0.2,-0.0271,-0.6631,0,0.3216,0,-0.66,1.0601,0.0136,-0.6585
33.432,0,0,0,0,0,0,0.4765,-0.522,-0.7062,-0.0823,-0.1878,0.0705,1859,64330,-0.0502,-0.0193,-0.6622,0,0.3176,0,-0.66,1.0601,0.0136,-0.6585
33.452,0,0,0,0,0,0,0.4522,-0.5029,-0.7033,-0.0817,-0.1987,0.0549,1860,64330,-0.0602,-0.0195,-0.6623,0,0.3136,0,-0.66,1.0601,0.0135,-0.6584
33.472,0,0,0,0,0,0,0.4285,-0.4838,-0.7005,-0.0828,-0.2047,0.0408,1861,64330,-0.511,-0.0316,-0.6636,0,0.3096,0,-0.66,1.0602,0.0136,-0.6585
33.492,0,0,0,0,0,0,0.4052,-0.4647,-0.6971,-0.0824,-0.2027,0.027,1862,64330,-0.3611,-0.0258,-0.663,0,0.3056,0,-0.66,1.0601,0.0136,-0.6585
33.512,0,0,0,0,0,0,0.383,-0.4456,-0.6939,-0.082,-0.1991,0.0149,1863,64330,-0.2112,-0.02,-0.6623,0,0.3016,0,-0.66,1.0601,0.0136,-0.6585
33.532,0,0,0,0,0,0,0.3618,-0.427,-0.6908,-0.0812,-0.1985,0.0038,1864,64330,-0.0613,-0.0141,-0.6616,0,0.2976,0,-0.66,1.0601,0.0136,-0.6585
33.552,0,0,0,0,0,0,0.3416,-0.408,-0.6871,-0.0805,-0.2007,-0.0083,1865,64330,-0.5065,-0.0243,-0.6628,0,0.2936,0,-0.66,1.0602,0.0137,-0.6585
33.572,0,0,0,0,0,0,0.322,-0.3898,-0.6841,-0.0803,-0.1997,-0.0204,1866,64330,-0.3566,-0.0197,-0.6622,0,0.2896,0,-0.66,1.0601,0.0136,-0.6585
33.592,0,0,0,0,0,0,0.303,-0.3717,-0.6813,-0.08,-0.1923,-0.0324,1867,64330,-0.2066,-0.0151,-0.6617,0,0.2856,0,-0.66,1.0601,0.0135,-0.6584
33.612,0,0,0,0,0,0,0.2848,-0.3537,-0.6785,-0.0794,-0.1833,-0.0435,1868,64330,-0.1334,-0.0128,-0.6615,0,0.2816,0,-0.66,1.0601,0.0136,-0.6584
33.632,0,0,0,0,0,0,0.2677,-0.3365,-0.6763,-0.0782,-0.1783,-0.052,1869,64330,-0.2004,-0.0138,-0.6616,0,0.2776,0,-0.66,1.0601,0.0136,-0.6585
33.652,0,0,0,0,0,0,0.2513,-0.3194,-0.6735,-0.077,-0.1746,-0.0627,1870,64330,-0.1293,-0.0117,-0.6613,0,0.2736,0,-0.66,1.0601,0.0136,-0.6584
33.672,0,0,0,0,0,0,0.2356,-0.3029,-0.6713,-0.076,-0.1664,-0.0726,1871,64330,-0.2115,-0.013,-0.6615,0,0.2696,0,-0.66,1.0601,0.0135,-0.6585
33.692,0,0,0,0,0,0,0.2206,-0.2867,-0.669,-0.0751,-0.158,-0.0808,1872,64330,-0.14,-0.011,-0.6613,0,0.2656,0,-0.66,1.06,0.0136,-0.6585
33.712,0,0,0,0,0,0,0.2066,-0.2712,-0.6667,-0.0735,-0.1534,-0.0879,1873,64330,-0.1884,-0.0116,-0.6613,0,0.2616,0,-0.66,1.0601,0.0136,-0.6585
