"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
36.17	-0.832331							-0.010820303				
36.171	-0.878081							-0.011415053				
36.172	-0.917295							-0.011924835				
36.173	-0.946705							-0.012307165				
36.174	-0.979384							-0.012731992				
36.175	-0.985919							-0.012816947				
36.176	-0.976116							-0.012689508				
36.177	-0.936902							-0.012179726				
36.178	-0.927098							-0.012052274				
36.179	-0.884616							-0.011500008				
36.18	-0.858474							-0.011160162				
36.181	-0.845402							-0.010990226				
36.182	-0.865009							-0.011245117				
36.183	-0.855206							-0.011117678				
36.184	-0.871545							-0.011330085				
36.185	-0.884616							-0.011500008				
36.186	-0.897688							-0.011669944				
36.187	-0.871545							-0.011330085				
36.188	-0.887884							-0.011542492				
36.189	-0.871545							-0.011330085				
36.19	-0.851938							-0.011075194				
36.191	-0.851938							-0.011075194				
36.192	-0.858474							-0.011160162				
36.193	-0.851938							-0.011075194				
36.194	-0.887884							-0.011542492				
36.195	-0.910759							-0.011839867				
36.196	-0.927098							-0.012052274				
36.197	-0.936902							-0.012179726				
36.198	-0.966312							-0.012562056				
36.199	-0.96958							-0.01260454				
36.2	-0.92383							-0.01200979				
36.201	-0.89442							-0.01162746				
36.202	-0.868277							-0.011287601				
36.203	-0.842135							-0.010947755				
36.204	-0.822528							-0.010692864				
36.205	-0.829063							-0.010777819				
36.206	-0.842135							-0.010947755				
36.207	-0.858474							-0.011160162				
36.208	-0.887884							-0.011542492				
36.209	-0.914027							-0.011882351				
36.21	-0.917295							-0.011924835				
36.211	-0.900956							-0.011712428				
36.212	-0.874813							-0.011372569				
36.213	-0.825795							-0.010735335				
36.214	-0.799653							-0.010395489				
36.215	-0.793117							-0.010310521				
36.216	-0.776778							-0.010098114				
36.217	-0.783314							-0.010183082				
36.218	-0.829063							-0.010777819				
36.219	-0.884616							-0.011500008				
36.22	-0.927098							-0.012052274				
36.221	-0.963044							-0.012519572				
36.222	-0.963044							-0.012519572				
36.223	-0.989187							-0.012859431				
36.224	-0.949973							-0.012349649				
36.225	-0.927098							-0.012052274				
36.226	-0.891152							-0.011584976				
36.227	-0.897688							-0.011669944				
36.228	-0.878081							-0.011415053				
36.229	-0.874813							-0.011372569				
36.23	-0.855206							-0.011117678				
36.231	-0.851938							-0.011075194				
36.232	-0.851938							-0.011075194				
36.233	-0.868277							-0.011287601				
36.234	-0.855206							-0.011117678				
36.235	-0.832331							-0.010820303				
36.236	-0.780046							-0.010140598				
36.237	-0.760439							-0.009885707				
36.238	-0.760439							-0.009885707				
36.239	-0.753903							-0.009800739				
36.24	-0.766974							-0.009970662				
36.241	-0.806188							-0.010480444				
36.242	-0.832331							-0.010820303				
36.243	-0.858474							-0.011160162				
36.244	-0.904223							-0.011754899				
36.245	-0.963044							-0.012519572				
36.246	-0.979384							-0.012731992				
36.247	-0.963044							-0.012519572				
36.248	-0.949973							-0.012349649				
36.249	-0.900956							-0.011712428				
36.25	-0.861742							-0.011202646				
36.251	-0.832331							-0.010820303				
36.252	-0.806188							-0.010480444				
36.253	-0.793117							-0.010310521				
36.254	-0.793117							-0.010310521				
36.255	-0.825795							-0.010735335				
36.256	-0.832331							-0.010820303				
36.257	-0.832331							-0.010820303				
36.258	-0.845402							-0.010990226				
36.259	-0.829063							-0.010777819				
36.26	-0.760439							-0.009885707				
36.261	-0.780046							-0.010140598				
36.262	-0.783314							-0.010183082				
36.263	-0.776778							-0.010098114				
36.264	-0.799653							-0.010395489				
36.265	-0.858474							-0.011160162				
36.266	-0.900956							-0.011712428				
36.267	-0.936902							-0.012179726				
36.268	-0.963044							-0.012519572				
36.269	-0.976116							-0.012689508				
36.27	-0.989187							-0.012859431				
36.271	-0.933634							-0.012137242				
36.272	-0.887884							-0.011542492				
36.273	-0.858474							-0.011160162				
36.274	-0.81926							-0.01065038				
36.275	-0.786581							-0.010225553				
36.276	-0.802921							-0.010437973				
36.277	-0.786581							-0.010225553				
36.278	-0.793117							-0.010310521				
36.279	-0.815992							-0.010607896				
36.28	-0.832331							-0.010820303				
36.281	-0.851938							-0.011075194				
36.282	-0.891152							-0.011584976				
36.283	-0.861742							-0.011202646				
36.284	-0.868277							-0.011287601				
36.285	-0.897688							-0.011669944				
36.286	-0.871545							-0.011330085				
36.287	-0.871545							-0.011330085				
36.288	-0.900956							-0.011712428				
36.289	-0.904223							-0.011754899				
36.29	-0.89442							-0.01162746				
36.291	-0.891152							-0.011584976				
36.292	-0.897688							-0.011669944				
36.293	-0.914027							-0.011882351				
36.294	-0.89442							-0.01162746				
36.295	-0.868277							-0.011287601				
36.296	-0.835599							-0.010862787				
36.297	-0.825795							-0.010735335				
36.298	-0.793117							-0.010310521				
36.299	-0.793117							-0.010310521				
36.3	-0.825795							-0.010735335				
36.301	-0.832331							-0.010820303				
36.302	-0.881349							-0.011457537				
36.303	-0.930366							-0.012094758				
36.304	-0.956509							-0.012434617				
36.305	-0.96958							-0.01260454				
36.306	-0.933634							-0.012137242				
36.307	-0.897688							-0.011669944				
36.308	-0.89442							-0.01162746				
36.309	-0.865009							-0.011245117				
36.31	-0.835599							-0.010862787				
36.311	-0.845402							-0.010990226				
36.312	-0.832331							-0.010820303				
36.313	-0.832331							-0.010820303				
36.314	-0.858474							-0.011160162				
36.315	-0.871545							-0.011330085				
36.316	-0.868277							-0.011287601				
36.317	-0.887884							-0.011542492				
36.318	-0.858474							-0.011160162				
36.319	-0.829063							-0.010777819				
36.32	-0.793117							-0.010310521				
36.321	-0.789849							-0.010268037				
36.322	-0.776778							-0.010098114				
36.323	-0.806188							-0.010480444				
36.324	-0.786581							-0.010225553				
36.325	-0.835599							-0.010862787				
36.326	-0.89442							-0.01162746				
36.327	-0.914027							-0.011882351				
36.328	-0.946705							-0.012307165				
36.329	-0.943437							-0.012264681				
36.33	-0.887884							-0.011542492				
36.331	-0.874813							-0.011372569				
36.332	-0.858474							-0.011160162				
36.333	-0.822528							-0.010692864				
36.334	-0.815992							-0.010607896				
36.335	-0.829063							-0.010777819				
36.336	-0.822528							-0.010692864				
36.337	-0.81926							-0.01065038				
36.338	-0.871545							-0.011330085				
36.339	-0.907491							-0.011797383				
36.34	-0.92383							-0.01200979				
36.341	-0.914027							-0.011882351				
36.342	-0.92383							-0.01200979				
36.343	-0.891152							-0.011584976				
36.344	-0.887884							-0.011542492				
36.345	-0.891152							-0.011584976				
36.346	-0.884616							-0.011500008				
36.347	-0.858474							-0.011160162				
36.348	-0.884616							-0.011500008				
36.349	-0.914027							-0.011882351				
36.35	-0.94017							-0.01222221				
36.351	-0.943437							-0.012264681				
36.352	-0.94017							-0.01222221				
36.353	-0.89442							-0.01162746				
36.354	-0.845402							-0.010990226				
36.355	-0.845402							-0.010990226				
36.356	-0.825795							-0.010735335				
36.357	-0.802921							-0.010437973				
36.358	-0.812724							-0.010565412				
36.359	-0.806188							-0.010480444				
36.36	-0.786581							-0.010225553				
36.361	-0.809456							-0.010522928				
36.362	-0.835599							-0.010862787				
36.363	-0.858474							-0.011160162				
36.364	-0.858474							-0.011160162				
36.365	-0.855206							-0.011117678				
36.366	-0.842135							-0.010947755				
36.367	-0.802921							-0.010437973				
36.368	-0.799653							-0.010395489				
36.369	-0.812724							-0.010565412				
36.37	-0.822528							-0.010692864				
36.371	-0.815992							-0.010607896				
36.372	-0.855206							-0.011117678				
36.373	-0.884616							-0.011500008				
36.374	-0.900956							-0.011712428				
36.375	-0.956509							-0.012434617				
36.376	-0.949973							-0.012349649				
36.377	-0.927098							-0.012052274				
36.378	-0.900956							-0.011712428				
36.379	-0.904223							-0.011754899				
36.38	-0.874813							-0.011372569				
36.381	-0.871545							-0.011330085				
36.382	-0.881349							-0.011457537				
36.383	-0.887884							-0.011542492				
36.384	-0.887884							-0.011542492				
36.385	-0.871545							-0.011330085				
36.386	-0.897688							-0.011669944				
36.387	-0.897688							-0.011669944				
36.388	-0.891152							-0.011584976				
36.389	-0.878081							-0.011415053				
36.39	-0.855206							-0.011117678				
36.391	-0.825795							-0.010735335				
36.392	-0.809456							-0.010522928				
36.393	-0.806188							-0.010480444				
36.394	-0.829063							-0.010777819				
36.395	-0.822528							-0.010692864				
36.396	-0.871545							-0.011330085				
36.397	-0.910759							-0.011839867				
36.398	-0.914027							-0.011882351				
36.399	-0.930366							-0.012094758				
36.4	-0.949973							-0.012349649				
36.401	-0.936902							-0.012179726				
36.402	-0.949973							-0.012349649				
36.403	-0.917295							-0.011924835				
36.404	-0.910759							-0.011839867				
36.405	-0.887884							-0.011542492				
36.406	-0.878081							-0.011415053				
36.407	-0.84867							-0.01103271				
36.408	-0.858474							-0.011160162				
36.409	-0.858474							-0.011160162				
36.41	-0.887884							-0.011542492				
36.411	-0.887884							-0.011542492				
36.412	-0.84867							-0.01103271				
36.413	-0.809456							-0.010522928				
36.414	-0.783314							-0.010183082				
36.415	-0.750635							-0.009758255				
36.416	-0.753903							-0.009800739				
36.417	-0.753903							-0.009800739				
36.418	-0.760439							-0.009885707				
36.419	-0.799653							-0.010395489				
36.42	-0.84867							-0.01103271				
36.421	-0.887884							-0.011542492				
36.422	-0.936902							-0.012179726				
36.423	-0.963044							-0.012519572				
36.424	-0.92383							-0.01200979				
36.425	-0.871545							-0.011330085				
36.426	-0.851938							-0.011075194				
36.427	-0.806188							-0.010480444				
36.428	-0.776778							-0.010098114				
36.429	-0.783314							-0.010183082				
36.43	-0.802921							-0.010437973				
36.431	-0.793117							-0.010310521				
36.432	-0.842135							-0.010947755				
36.433	-0.881349							-0.011457537				
36.434	-0.907491							-0.011797383				
36.435	-0.927098							-0.012052274				
36.436	-0.910759							-0.011839867				
36.437	-0.891152							-0.011584976				
36.438	-0.842135							-0.010947755				
36.439	-0.84867							-0.01103271				
36.44	-0.825795							-0.010735335				
36.441	-0.806188							-0.010480444				
36.442	-0.809456							-0.010522928				
36.443	-0.829063							-0.010777819				
36.444	-0.845402							-0.010990226				
36.445	-0.884616							-0.011500008				
36.446	-0.910759							-0.011839867				
36.447	-0.917295							-0.011924835				
36.448	-0.92383							-0.01200979				
36.449	-0.946705							-0.012307165				
36.45	-0.927098							-0.012052274				
36.451	-0.92383							-0.01200979				
36.452	-0.943437							-0.012264681				
36.453	-0.936902							-0.012179726				
36.454	-0.897688							-0.011669944				
36.455	-0.917295							-0.011924835				
36.456	-0.914027							-0.011882351				
36.457	-0.907491							-0.011797383				
36.458	-0.897688							-0.011669944				
36.459	-0.900956							-0.011712428				
36.46	-0.858474							-0.011160162				
36.461	-0.829063							-0.010777819				
36.462	-0.822528							-0.010692864				
36.463	-0.825795							-0.010735335				
36.464	-0.81926							-0.01065038				
36.465	-0.793117							-0.010310521				
36.466	-0.806188							-0.010480444				
36.467	-0.838867							-0.010905271				
36.468	-0.845402							-0.010990226				
36.469	-0.897688							-0.011669944				
36.47	-0.920563							-0.011967319				
36.471	-0.900956							-0.011712428				
36.472	-0.897688							-0.011669944				
36.473	-0.904223							-0.011754899				
36.474	-0.904223							-0.011754899				
36.475	-0.881349							-0.011457537				
36.476	-0.865009							-0.011245117				
36.477	-0.865009							-0.011245117				
36.478	-0.845402							-0.010990226				
36.479	-0.855206							-0.011117678				
36.48	-0.878081							-0.011415053				
36.481	-0.884616							-0.011500008				
36.482	-0.891152							-0.011584976				
36.483	-0.865009							-0.011245117				
36.484	-0.855206							-0.011117678				
36.485	-0.81926							-0.01065038				
36.486	-0.799653							-0.010395489				
36.487	-0.783314							-0.010183082				
36.488	-0.776778							-0.010098114				
36.489	-0.737564							-0.009588332				
36.49	-0.763707							-0.009928191				
36.491	-0.77351							-0.01005563				
36.492	-0.789849							-0.010268037				
36.493	-0.796385							-0.010353005				
36.494	-0.822528							-0.010692864				
36.495	-0.799653							-0.010395489				
36.496	-0.793117							-0.010310521				
36.497	-0.783314							-0.010183082				
36.498	-0.766974							-0.009970662				
36.499	-0.763707							-0.009928191				
36.5	-0.753903							-0.009800739				
36.501	-0.780046							-0.010140598				
36.502	-0.829063							-0.010777819				
36.503	-0.891152							-0.011584976				
36.504	-0.953241							-0.012392133				
36.505	-0.985919							-0.012816947				
36.506	-1.002258							-0.013029354				
36.507	-0.989187							-0.012859431				
36.508	-0.956509							-0.012434617				
36.509	-0.897688							-0.011669944				
36.51	-0.884616							-0.011500008				
36.511	-0.868277							-0.011287601				
36.512	-0.861742							-0.011202646				
36.513	-0.897688							-0.011669944				
36.514	-0.904223							-0.011754899				
36.515	-0.887884							-0.011542492				
36.516	-0.910759							-0.011839867				
36.517	-0.910759							-0.011839867				
36.518	-0.881349							-0.011457537				
36.519	-0.874813							-0.011372569				
36.52	-0.851938							-0.011075194				
36.521	-0.825795							-0.010735335				
36.522	-0.815992							-0.010607896				
36.523	-0.806188							-0.010480444				
36.524	-0.793117							-0.010310521				
36.525	-0.806188							-0.010480444				
36.526	-0.865009							-0.011245117				
36.527	-0.89442							-0.01162746				
36.528	-0.904223							-0.011754899				
36.529	-0.94017							-0.01222221				
