"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
8.007	-0.685279							-0.008908627				
8.008	-0.714689							-0.009290957				
8.009	-0.717957							-0.009333441				
8.01	-0.72776							-0.00946088				
8.011	-0.747367							-0.009715771				
8.012	-0.780046							-0.010140598				
8.013	-0.835599							-0.010862787				
8.014	-0.84867							-0.01103271				
8.015	-0.884616							-0.011500008				
8.016	-0.946705							-0.012307165				
8.017	-0.992455							-0.012901915				
8.018	-1.01533							-0.01319929				
8.019	-1.054544							-0.013709072				
8.02	-1.097026							-0.014261338				
8.021	-1.097026							-0.014261338				
8.022	-1.116633							-0.014516229				
8.023	-1.13624							-0.01477112				
8.024	-1.13624							-0.01477112				
8.025	-1.159115							-0.015068495				
8.026	-1.201596							-0.015620748				
8.027	-1.24081							-0.01613053				
8.028	-1.260417							-0.016385421				
8.029	-1.28656							-0.01672528				
8.03	-1.283292							-0.016682796				
8.031	-1.299631							-0.016895203				
8.032	-1.231007							-0.016003091				
8.033	-1.129704							-0.014686152				
8.034	-1.077419							-0.014006447				
8.035	-0.979384							-0.012731992				
8.036	-0.904223							-0.011754899				
8.037	-0.855206							-0.011117678				
8.038	-0.825795							-0.010735335				
8.039	-0.786581							-0.010225553				
8.04	-0.77351							-0.01005563				
8.041	-0.747367							-0.009715771				
8.042	-0.737564							-0.009588332				
8.043	-0.750635							-0.009758255				
8.044	-0.731028							-0.009503364				
8.045	-0.731028							-0.009503364				
8.046	-0.763707							-0.009928191				
8.047	-0.750635							-0.009758255				
8.048	-0.780046							-0.010140598				
8.049	-0.845402							-0.010990226				
8.05	-0.855206							-0.011117678				
8.051	-0.881349							-0.011457537				
8.052	-0.966312							-0.012562056				
8.053	-1.012062							-0.013156806				
8.054	-1.038205							-0.013496665				
8.055	-1.123168							-0.014601184				
8.056	-1.146043							-0.014898559				
8.057	-1.162382							-0.015110966				
8.058	-1.221203							-0.015875639				
8.059	-1.231007							-0.016003091				
8.06	-1.24081							-0.01613053				
8.061	-1.224471							-0.015918123				
8.062	-1.231007							-0.016003091				
8.063	-1.224471							-0.015918123				
8.064	-1.244078							-0.016173014				
8.065	-1.253882							-0.016300466				
8.066	-1.250614							-0.016257982				
8.067	-1.263685							-0.016427905				
8.068	-1.2114							-0.0157482				
8.069	-1.149311							-0.014941043				
8.07	-1.093758							-0.014218854				
8.071	-0.989187							-0.012859431				
8.072	-0.933634							-0.012137242				
8.073	-0.904223							-0.011754899				
8.074	-0.868277							-0.011287601				
8.075	-0.81926							-0.01065038				
8.076	-0.806188							-0.010480444				
8.077	-0.776778							-0.010098114				
8.078	-0.776778							-0.010098114				
8.079	-0.770242							-0.010013146				
8.08	-0.747367							-0.009715771				
8.081	-0.753903							-0.009800739				
8.082	-0.740832							-0.009630816				
8.083	-0.721225							-0.009375925				
8.084	-0.731028							-0.009503364				
8.085	-0.7441							-0.0096733				
8.086	-0.747367							-0.009715771				
8.087	-0.776778							-0.010098114				
8.088	-0.835599							-0.010862787				
8.089	-0.881349							-0.011457537				
8.09	-0.930366							-0.012094758				
8.091	-0.998991							-0.012986883				
8.092	-1.048008							-0.013624104				
8.093	-1.097026							-0.014261338				
8.094	-1.13624							-0.01477112				
8.095	-1.146043							-0.014898559				
8.096	-1.139508							-0.014813604				
8.097	-1.16565							-0.01515345				
8.098	-1.168918							-0.015195934				
8.099	-1.2114							-0.0157482				
8.1	-1.237543							-0.016088059				
8.101	-1.234275							-0.016045575				
8.102	-1.253882							-0.016300466				
8.103	-1.266953							-0.016470389				
8.104	-1.231007							-0.016003091				
8.105	-1.221203							-0.015875639				
8.106	-1.185257							-0.015408341				
8.107	-1.106829							-0.014388777				
8.108	-1.048008							-0.013624104				
8.109	-0.992455							-0.012901915				
8.11	-0.927098							-0.012052274				
8.111	-0.881349							-0.011457537				
8.112	-0.845402							-0.010990226				
8.113	-0.832331							-0.010820303				
8.114	-0.822528							-0.010692864				
8.115	-0.802921							-0.010437973				
8.116	-0.793117							-0.010310521				
8.117	-0.815992							-0.010607896				
8.118	-0.799653							-0.010395489				
8.119	-0.789849							-0.010268037				
8.12	-0.796385							-0.010353005				
8.121	-0.809456							-0.010522928				
8.122	-0.793117							-0.010310521				
8.123	-0.786581							-0.010225553				
8.124	-0.786581							-0.010225553				
8.125	-0.793117							-0.010310521				
8.126	-0.796385							-0.010353005				
8.127	-0.802921							-0.010437973				
8.128	-0.81926							-0.01065038				
8.129	-0.77351							-0.01005563				
8.13	-0.7441							-0.0096733				
8.131	-0.753903							-0.009800739				
8.132	-0.793117							-0.010310521				
8.133	-0.851938							-0.011075194				
8.134	-0.920563							-0.011967319				
8.135	-0.989187							-0.012859431				
8.136	-1.09049							-0.01417637				
8.137	-1.149311							-0.014941043				
8.138	-1.204864							-0.015663232				
8.139	-1.293096							-0.016810248				
8.14	-1.355185							-0.017617405				
8.141	-1.391131							-0.018084703				
8.142	-1.427077							-0.018552001				
8.143	-1.495702							-0.019444126				
8.144	-1.48263							-0.01927419				
8.145	-1.512041							-0.019656533				
8.146	-1.525112							-0.019826456				
8.147	-1.508773							-0.019614049				
8.148	-1.476095							-0.019189235				
8.149	-1.449952							-0.018849376				
8.15	-1.351917							-0.017574921				
8.151	-1.231007							-0.016003091				
8.152	-1.132972							-0.014728636				
8.153	-1.028401							-0.013369213				
8.154	-0.92383							-0.01200979				
8.155	-0.858474							-0.011160162				
8.156	-0.789849							-0.010268037				
8.157	-0.724493							-0.009418409				
8.158	-0.678743							-0.008823659				
8.159	-0.6526							-0.0084838				
8.16	-0.655868							-0.008526284				
8.161	-0.655868							-0.008526284				
8.162	-0.626458							-0.008143954				
8.163	-0.642797							-0.008356361				
8.164	-0.6526							-0.0084838				
8.165	-0.642797							-0.008356361				
8.166	-0.6526							-0.0084838				
8.167	-0.668939							-0.008696207				
8.168	-0.688546							-0.008951098				
8.169	-0.704886							-0.009163518				
8.17	-0.7441							-0.0096733				
8.171	-0.796385							-0.010353005				
8.172	-0.861742							-0.011202646				
8.173	-0.936902							-0.012179726				
8.174	-0.976116							-0.012689508				
8.175	-1.034937							-0.013454181				
8.176	-1.100294							-0.014303822				
8.177	-1.159115							-0.015068495				
8.178	-1.227739							-0.015960607				
8.179	-1.280024							-0.016640312				
8.18	-1.338845							-0.017404985				
8.181	-1.358452							-0.017659876				
8.182	-1.329042							-0.017277546				
8.183	-1.325774							-0.017235062				
8.184	-1.338845							-0.017404985				
8.185	-1.338845							-0.017404985				
8.186	-1.289828							-0.016767764				
8.187	-1.227739							-0.015960607				
8.188	-1.119901							-0.014558713				
8.189	-1.034937							-0.013454181				
8.19	-0.976116							-0.012689508				
8.191	-0.907491							-0.011797383				
8.192	-0.851938							-0.011075194				
8.193	-0.829063							-0.010777819				
8.194	-0.809456							-0.010522928				
8.195	-0.786581							-0.010225553				
8.196	-0.77351							-0.01005563				
8.197	-0.770242							-0.010013146				
8.198	-0.763707							-0.009928191				
8.199	-0.763707							-0.009928191				
8.2	-0.72776							-0.00946088				
8.201	-0.737564							-0.009588332				
8.202	-0.737564							-0.009588332				
8.203	-0.704886							-0.009163518				
8.204	-0.786581							-0.010225553				
8.205	-0.930366							-0.012094758				
8.206	-1.28656							-0.01672528				
8.207	-1.717914							-0.022332882				
8.208	-2.054501							-0.026708513				
8.209	-2.420499							-0.031466487				
8.21	-2.773425							-0.036054525				
8.211	-2.982566							-0.038773358				
8.212	-3.168833							-0.041194829				
8.213	-3.250529							-0.042256877				
8.214	-3.240725							-0.042129425				
8.215	-3.198243							-0.041577159				
8.216	-3.103476							-0.040345188				
8.217	-2.90087							-0.03771131				
8.218	-2.717872							-0.035332336				
8.219	-2.561016							-0.033293208				
8.22	-2.449909							-0.031848817				
8.221	-2.338803							-0.030404439				
8.222	-2.188482							-0.028450266				
8.223	-2.034894							-0.026453622				
8.224	-1.894377							-0.024626901				
8.225	-1.737521							-0.022587773				
8.226	-1.632951							-0.021228363				
8.227	-1.580665							-0.020548645				
8.228	-1.515309							-0.019699017				
8.229	-1.40747							-0.01829711				
8.23	-1.312703							-0.017065139				
8.231	-1.224471							-0.015918123				
8.232	-1.181989							-0.015365857				
8.233	-1.162382							-0.015110966				
8.234	-1.129704							-0.014686152				
8.235	-1.132972							-0.014728636				
8.236	-1.103561							-0.014346293				
8.237	-1.06108							-0.01379404				
8.238	-1.06108							-0.01379404				
8.239	-1.06108							-0.01379404				
8.24	-1.06108							-0.01379404				
8.241	-1.051276							-0.013666588				
8.242	-1.067615							-0.013878995				
8.243	-1.054544							-0.013709072				
8.244	-1.034937							-0.013454181				
8.245	-1.057812							-0.013751556				
8.246	-1.097026							-0.014261338				
8.247	-1.142775							-0.014856075				
8.248	-1.146043							-0.014898559				
8.249	-1.123168							-0.014601184				
8.25	-1.132972							-0.014728636				
8.251	-1.123168							-0.014601184				
8.252	-1.119901							-0.014558713				
8.253	-1.132972							-0.014728636				
8.254	-1.13624							-0.01477112				
8.255	-1.172186							-0.015238418				
8.256	-1.178722							-0.015323386				
8.257	-1.159115							-0.015068495				
8.258	-1.181989							-0.015365857				
8.259	-1.178722							-0.015323386				
8.26	-1.175454							-0.015280902				
8.261	-1.178722							-0.015323386				
8.262	-1.139508							-0.014813604				
8.263	-1.080687							-0.014048931				
8.264	-1.070883							-0.013921479				
8.265	-1.074151							-0.013963963				
8.266	-1.159115							-0.015068495				
8.267	-1.250614							-0.016257982				
8.268	-1.302899							-0.016937687				
8.269	-1.348649							-0.017532437				
8.27	-1.368256							-0.017787328				
8.271	-1.345381							-0.017489953				
8.272	-1.355185							-0.017617405				
8.273	-1.381327							-0.017957251				
8.274	-1.368256							-0.017787328				
8.275	-1.299631							-0.016895203				
8.276	-1.270221							-0.016512873				
8.277	-1.270221							-0.016512873				
8.278	-1.276757							-0.016597841				
8.279	-1.263685							-0.016427905				
8.28	-1.247346							-0.016215498				
8.281	-1.2114							-0.0157482				
8.282	-1.146043							-0.014898559				
8.283	-1.09049							-0.01417637				
8.284	-1.077419							-0.014006447				
8.285	-1.083954							-0.014091402				
8.286	-1.100294							-0.014303822				
8.287	-1.116633							-0.014516229				
8.288	-1.09049							-0.01417637				
8.289	-1.048008							-0.013624104				
8.29	-1.048008							-0.013624104				
8.291	-1.051276							-0.013666588				
8.292	-1.064347							-0.013836511				
8.293	-1.097026							-0.014261338				
8.294	-1.087222							-0.014133886				
8.295	-1.146043							-0.014898559				
8.296	-1.185257							-0.015408341				
8.297	-1.191793							-0.015493309				
8.298	-1.276757							-0.016597841				
8.299	-1.302899							-0.016937687				
8.3	-1.293096							-0.016810248				
8.301	-1.315971							-0.017107623				
8.302	-1.322506							-0.017192578				
8.303	-1.263685							-0.016427905				
8.304	-1.25715							-0.01634295				
8.305	-1.250614							-0.016257982				
8.306	-1.231007							-0.016003091				
8.307	-1.231007							-0.016003091				
8.308	-1.208132							-0.015705716				
8.309	-1.175454							-0.015280902				
8.31	-1.178722							-0.015323386				
8.311	-1.172186							-0.015238418				
8.312	-1.155847							-0.015026011				
8.313	-1.155847							-0.015026011				
8.314	-1.126436							-0.014643668				
8.315	-1.06108							-0.01379404				
8.316	-1.097026							-0.014261338				
8.317	-1.129704							-0.014686152				
8.318	-1.103561							-0.014346293				
8.319	-1.139508							-0.014813604				
8.32	-1.119901							-0.014558713				
8.321	-1.080687							-0.014048931				
8.322	-1.080687							-0.014048931				
8.323	-1.083954							-0.014091402				
8.324	-1.116633							-0.014516229				
8.325	-1.149311							-0.014941043				
8.326	-1.149311							-0.014941043				
8.327	-1.16565							-0.01515345				
8.328	-1.152579							-0.014983527				
8.329	-1.13624							-0.01477112				
8.33	-1.162382							-0.015110966				
8.331	-1.178722							-0.015323386				
8.332	-1.172186							-0.015238418				
8.333	-1.146043							-0.014898559				
8.334	-1.13624							-0.01477112				
8.335	-1.132972							-0.014728636				
8.336	-1.159115							-0.015068495				
8.337	-1.227739							-0.015960607				
8.338	-1.302899							-0.016937687				
8.339	-1.322506							-0.017192578				
8.34	-1.329042							-0.017277546				
8.341	-1.293096							-0.016810248				
8.342	-1.276757							-0.016597841				
8.343	-1.244078							-0.016173014				
8.344	-1.221203							-0.015875639				
8.345	-1.247346							-0.016215498				
8.346	-1.224471							-0.015918123				
8.347	-1.181989							-0.015365857				
8.348	-1.195061							-0.015535793				
8.349	-1.214668							-0.015790684				
8.35	-1.185257							-0.015408341				
8.351	-1.195061							-0.015535793				
8.352	-1.188525							-0.015450825				
8.353	-1.155847							-0.015026011				
8.354	-1.155847							-0.015026011				
8.355	-1.185257							-0.015408341				
8.356	-1.224471							-0.015918123				
8.357	-1.231007							-0.016003091				
8.358	-1.237543							-0.016088059				
8.359	-1.24081							-0.01613053				
8.36	-1.214668							-0.015790684				
8.361	-1.224471							-0.015918123				
8.362	-1.273489							-0.016555357				
8.363	-1.283292							-0.016682796				
8.364	-1.28656							-0.01672528				
8.365	-1.244078							-0.016173014				
8.366	-1.224471							-0.015918123				
8.367	-1.224471							-0.015918123				
8.368	-1.162382							-0.015110966				
8.369	-1.162382							-0.015110966				
8.37	-1.172186							-0.015238418				
8.371	-1.132972							-0.014728636				
8.372	-1.142775							-0.014856075				
8.373	-1.129704							-0.014686152				
8.374	-1.129704							-0.014686152				
8.375	-1.139508							-0.014813604				
8.376	-1.152579							-0.014983527				
8.377	-1.185257							-0.015408341				
8.378	-1.188525							-0.015450825				
8.379	-1.155847							-0.015026011				
8.38	-1.139508							-0.014813604				
8.381	-1.132972							-0.014728636				
8.382	-1.126436							-0.014643668				
8.383	-1.142775							-0.014856075				
8.384	-1.13624							-0.01477112				
8.385	-1.142775							-0.014856075				
8.386	-1.106829							-0.014388777				
8.387	-1.074151							-0.013963963				
8.388	-1.116633							-0.014516229				
8.389	-1.13624							-0.01477112				
8.39	-1.139508							-0.014813604				
8.391	-1.123168							-0.014601184				
8.392	-1.106829							-0.014388777				
8.393	-1.067615							-0.013878995				
8.394	-1.031669							-0.013411697				
8.395	-1.070883							-0.013921479				
8.396	-1.132972							-0.014728636				
8.397	-1.159115							-0.015068495				
8.398	-1.185257							-0.015408341				
8.399	-1.178722							-0.015323386				
8.4	-1.178722							-0.015323386				
8.401	-1.247346							-0.016215498				
8.402	-1.276757							-0.016597841				
8.403	-1.28656							-0.01672528				
8.404	-1.312703							-0.017065139				
8.405	-1.289828							-0.016767764				
8.406	-1.273489							-0.016555357				
8.407	-1.299631							-0.016895203				
8.408	-1.315971							-0.017107623				
8.409	-1.276757							-0.016597841				
8.41	-1.24081							-0.01613053				
8.411	-1.198329							-0.015578277				
8.412	-1.13624							-0.01477112				
8.413	-1.119901							-0.014558713				
8.414	-1.146043							-0.014898559				
8.415	-1.175454							-0.015280902				
8.416	-1.172186							-0.015238418				
8.417	-1.149311							-0.014941043				
8.418	-1.123168							-0.014601184				
8.419	-1.083954							-0.014091402				
8.42	-1.067615							-0.013878995				
8.421	-1.093758							-0.014218854				
8.422	-1.106829							-0.014388777				
8.423	-1.106829							-0.014388777				
8.424	-1.087222							-0.014133886				
8.425	-1.077419							-0.014006447				
8.426	-1.070883							-0.013921479				
8.427	-1.093758							-0.014218854				
8.428	-1.097026							-0.014261338				
8.429	-1.113365							-0.014473745				
8.43	-1.09049							-0.01417637				
8.431	-1.103561							-0.014346293				
8.432	-1.159115							-0.015068495				
8.433	-1.234275							-0.016045575				
8.434	-1.289828							-0.016767764				
8.435	-1.329042							-0.017277546				
8.436	-1.306167							-0.016980171				
8.437	-1.289828							-0.016767764				
8.438	-1.260417							-0.016385421				
8.439	-1.2114							-0.0157482				
8.44	-1.181989							-0.015365857				
8.441	-1.149311							-0.014941043				
8.442	-1.139508							-0.014813604				
8.443	-1.132972							-0.014728636				
8.444	-1.123168							-0.014601184				
8.445	-1.126436							-0.014643668				
8.446	-1.139508							-0.014813604				
8.447	-1.129704							-0.014686152				
8.448	-1.172186							-0.015238418				
8.449	-1.201596							-0.015620748				
8.45	-1.201596							-0.015620748				
8.451	-1.201596							-0.015620748				
8.452	-1.231007							-0.016003091				
8.453	-1.244078							-0.016173014				
8.454	-1.263685							-0.016427905				
8.455	-1.25715							-0.01634295				
8.456	-1.244078							-0.016173014				
8.457	-1.195061							-0.015535793				
8.458	-1.16565							-0.01515345				
8.459	-1.195061							-0.015535793				
8.46	-1.191793							-0.015493309				
8.461	-1.188525							-0.015450825				
8.462	-1.191793							-0.015493309				
8.463	-1.159115							-0.015068495				
8.464	-1.126436							-0.014643668				
8.465	-1.13624							-0.01477112				
8.466	-1.13624							-0.01477112				
8.467	-1.149311							-0.014941043				
8.468	-1.119901							-0.014558713				
8.469	-1.097026							-0.014261338				
8.47	-1.106829							-0.014388777				
8.471	-1.103561							-0.014346293				
8.472	-1.16565							-0.01515345				
8.473	-1.214668							-0.015790684				
8.474	-1.221203							-0.015875639				
8.475	-1.231007							-0.016003091				
8.476	-1.214668							-0.015790684				
8.477	-1.2114							-0.0157482				
8.478	-1.227739							-0.015960607				
8.479	-1.234275							-0.016045575				
8.48	-1.227739							-0.015960607				
8.481	-1.181989							-0.015365857				
8.482	-1.149311							-0.014941043				
8.483	-1.139508							-0.014813604				
8.484	-1.09049							-0.01417637				
8.485	-1.100294							-0.014303822				
8.486	-1.123168							-0.014601184				
8.487	-1.097026							-0.014261338				
8.488	-1.070883							-0.013921479				
8.489	-1.064347							-0.013836511				
8.49	-1.077419							-0.014006447				
8.491	-1.106829							-0.014388777				
8.492	-1.155847							-0.015026011				
8.493	-1.198329							-0.015578277				
8.494	-1.16565							-0.01515345				
8.495	-1.172186							-0.015238418				
8.496	-1.198329							-0.015578277				
8.497	-1.172186							-0.015238418				
8.498	-1.159115							-0.015068495				
8.499	-1.175454							-0.015280902				
8.5	-1.13624							-0.01477112				
8.501	-1.113365							-0.014473745				
8.502	-1.080687							-0.014048931				
8.503	-1.06108							-0.01379404				
8.504	-1.080687							-0.014048931				
8.505	-1.116633							-0.014516229				
8.506	-1.142775							-0.014856075				
8.507	-1.155847							-0.015026011				
8.508	-1.132972							-0.014728636				
8.509	-1.139508							-0.014813604				
8.51	-1.162382							-0.015110966				
8.511	-1.181989							-0.015365857				
8.512	-1.221203							-0.015875639				
8.513	-1.250614							-0.016257982				
8.514	-1.237543							-0.016088059				
8.515	-1.221203							-0.015875639				
8.516	-1.224471							-0.015918123				
8.517	-1.260417							-0.016385421				
8.518	-1.28656							-0.01672528				
8.519	-1.302899							-0.016937687				
8.52	-1.325774							-0.017235062				
8.521	-1.276757							-0.016597841				
8.522	-1.237543							-0.016088059				
8.523	-1.198329							-0.015578277				
8.524	-1.129704							-0.014686152				
8.525	-1.103561							-0.014346293				
8.526	-1.097026							-0.014261338				
8.527	-1.070883							-0.013921479				
8.528	-1.041473							-0.013539149				
8.529	-1.067615							-0.013878995				
8.53	-1.132972							-0.014728636				
8.531	-1.178722							-0.015323386				
8.532	-1.234275							-0.016045575				
8.533	-1.312703							-0.017065139				
8.534	-1.299631							-0.016895203				
8.535	-1.325774							-0.017235062				
8.536	-1.404202							-0.018254626				
8.537	-1.423809							-0.018509517				
8.538	-1.430345							-0.018594485				
8.539	-1.420541							-0.018467033				
8.54	-1.342113							-0.017447469				
8.541	-1.270221							-0.016512873				
8.542	-1.201596							-0.015620748				
8.543	-1.178722							-0.015323386				
8.544	-1.178722							-0.015323386				
8.545	-1.132972							-0.014728636				
8.546	-1.093758							-0.014218854				
8.547	-1.06108							-0.01379404				
8.548	-1.031669							-0.013411697				
8.549	-1.038205							-0.013496665				
8.55	-1.031669							-0.013411697				
8.551	-1.034937							-0.013454181				
8.552	-1.031669							-0.013411697				
8.553	-0.989187							-0.012859431				
8.554	-0.998991							-0.012986883				
8.555	-1.012062							-0.013156806				
8.556	-1.01533							-0.01319929				
8.557	-1.070883							-0.013921479				
8.558	-1.067615							-0.013878995				
8.559	-1.031669							-0.013411697				
8.56	-1.048008							-0.013624104				
8.561	-1.06108							-0.01379404				
8.562	-1.070883							-0.013921479				
8.563	-1.097026							-0.014261338				
8.564	-1.106829							-0.014388777				
8.565	-1.083954							-0.014091402				
8.566	-1.054544							-0.013709072				
8.567	-1.067615							-0.013878995				
8.568	-1.113365							-0.014473745				
8.569	-1.129704							-0.014686152				
8.57	-1.13624							-0.01477112				
8.571	-1.113365							-0.014473745				
8.572	-1.116633							-0.014516229				
8.573	-1.116633							-0.014516229				
8.574	-1.152579							-0.014983527				
8.575	-1.231007							-0.016003091				
8.576	-1.25715							-0.01634295				
8.577	-1.28656							-0.01672528				
8.578	-1.325774							-0.017235062				
8.579	-1.293096							-0.016810248				
8.58	-1.266953							-0.016470389				
8.581	-1.253882							-0.016300466				
8.582	-1.263685							-0.016427905				
8.583	-1.299631							-0.016895203				
8.584	-1.280024							-0.016640312				
8.585	-1.25715							-0.01634295				
8.586	-1.260417							-0.016385421				
8.587	-1.231007							-0.016003091				
8.588	-1.250614							-0.016257982				
8.589	-1.283292							-0.016682796				
8.59	-1.280024							-0.016640312				
8.591	-1.266953							-0.016470389				
8.592	-1.231007							-0.016003091				
8.593	-1.214668							-0.015790684				
8.594	-1.234275							-0.016045575				
8.595	-1.217936							-0.015833168				
8.596	-1.188525							-0.015450825				
8.597	-1.172186							-0.015238418				
8.598	-1.119901							-0.014558713				
8.599	-1.077419							-0.014006447				
8.6	-1.067615							-0.013878995				
8.601	-1.087222							-0.014133886				
8.602	-1.093758							-0.014218854				
8.603	-1.093758							-0.014218854				
8.604	-1.100294							-0.014303822				
8.605	-1.103561							-0.014346293				
8.606	-1.116633							-0.014516229				
8.607	-1.162382							-0.015110966				
8.608	-1.191793							-0.015493309				
8.609	-1.2114							-0.0157482				
8.61	-1.181989							-0.015365857				
8.611	-1.162382							-0.015110966				
8.612	-1.139508							-0.014813604				
8.613	-1.093758							-0.014218854				
8.614	-1.064347							-0.013836511				
8.615	-1.067615							-0.013878995				
8.616	-1.06108							-0.01379404				
8.617	-1.025133							-0.013326729				
8.618	-0.982651							-0.012774463				
8.619	-0.949973							-0.012349649				
8.62	-0.963044							-0.012519572				
8.621	-0.963044							-0.012519572				
8.622	-0.94017							-0.01222221				
8.623	-0.979384							-0.012731992				
8.624	-0.995723							-0.012944399				
8.625	-1.005526							-0.013071838				
8.626	-1.04474							-0.01358162				
8.627	-1.110097							-0.014431261				
8.628	-1.2114							-0.0157482				
8.629	-1.280024							-0.016640312				
8.63	-1.338845							-0.017404985				
8.631	-1.355185							-0.017617405				
8.632	-1.312703							-0.017065139				
8.633	-1.306167							-0.016980171				
8.634	-1.33231							-0.01732003				
8.635	-1.33231							-0.01732003				
8.636	-1.342113							-0.017447469				
8.637	-1.302899							-0.016937687				
8.638	-1.263685							-0.016427905				
8.639	-1.25715							-0.01634295				
8.64	-1.270221							-0.016512873				
8.641	-1.280024							-0.016640312				
8.642	-1.296364							-0.016852732				
8.643	-1.296364							-0.016852732				
8.644	-1.273489							-0.016555357				
8.645	-1.237543							-0.016088059				
8.646	-1.227739							-0.015960607				
8.647	-1.24081							-0.01613053				
8.648	-1.227739							-0.015960607				
8.649	-1.25715							-0.01634295				
8.65	-1.198329							-0.015578277				
8.651	-1.123168							-0.014601184				
8.652	-1.116633							-0.014516229				
8.653	-1.110097							-0.014431261				
8.654	-1.103561							-0.014346293				
8.655	-1.126436							-0.014643668				
8.656	-1.116633							-0.014516229				
8.657	-1.126436							-0.014643668				
8.658	-1.139508							-0.014813604				
8.659	-1.139508							-0.014813604				
8.66	-1.185257							-0.015408341				
8.661	-1.178722							-0.015323386				
8.662	-1.16565							-0.01515345				
8.663	-1.09049							-0.01417637				
8.664	-1.025133							-0.013326729				
8.665	-1.008794							-0.013114322				
8.666	-0.982651							-0.012774463				
8.667	-0.985919							-0.012816947				
8.668	-1.012062							-0.013156806				
8.669	-0.96958							-0.01260454				
8.67	-0.963044							-0.012519572				
8.671	-0.989187							-0.012859431				
8.672	-1.002258							-0.013029354				
8.673	-1.064347							-0.013836511				
8.674	-1.110097							-0.014431261				
8.675	-1.129704							-0.014686152				
8.676	-1.139508							-0.014813604				
8.677	-1.146043							-0.014898559				
8.678	-1.159115							-0.015068495				
8.679	-1.175454							-0.015280902				
8.68	-1.208132							-0.015705716				
8.681	-1.244078							-0.016173014				
8.682	-1.227739							-0.015960607				
8.683	-1.250614							-0.016257982				
8.684	-1.263685							-0.016427905				
8.685	-1.273489							-0.016555357				
8.686	-1.319238							-0.017150094				
8.687	-1.345381							-0.017489953				
8.688	-1.345381							-0.017489953				
8.689	-1.348649							-0.017532437				
8.69	-1.315971							-0.017107623				
8.691	-1.315971							-0.017107623				
8.692	-1.302899							-0.016937687				
8.693	-1.289828							-0.016767764				
8.694	-1.299631							-0.016895203				
8.695	-1.276757							-0.016597841				
8.696	-1.234275							-0.016045575				
8.697	-1.2114							-0.0157482				
8.698	-1.185257							-0.015408341				
8.699	-1.159115							-0.015068495				
8.7	-1.159115							-0.015068495				
8.701	-1.159115							-0.015068495				
8.702	-1.146043							-0.014898559				
8.703	-1.13624							-0.01477112				
8.704	-1.13624							-0.01477112				
8.705	-1.142775							-0.014856075				
8.706	-1.132972							-0.014728636				
8.707	-1.123168							-0.014601184				
8.708	-1.116633							-0.014516229				
8.709	-1.077419							-0.014006447				
8.71	-1.012062							-0.013156806				
8.711	-0.985919							-0.012816947				
8.712	-1.002258							-0.013029354				
8.713	-1.031669							-0.013411697				
8.714	-1.064347							-0.013836511				
8.715	-1.106829							-0.014388777				
8.716	-1.083954							-0.014091402				
8.717	-1.06108							-0.01379404				
8.718	-1.100294							-0.014303822				
8.719	-1.172186							-0.015238418				
8.72	-1.234275							-0.016045575				
8.721	-1.276757							-0.016597841				
8.722	-1.28656							-0.01672528				
8.723	-1.302899							-0.016937687				
8.724	-1.322506							-0.017192578				
8.725	-1.28656							-0.01672528				
8.726	-1.299631							-0.016895203				
8.727	-1.296364							-0.016852732				
8.728	-1.2114							-0.0157482				
8.729	-1.159115							-0.015068495				
8.73	-1.100294							-0.014303822				
8.731	-1.06108							-0.01379404				
8.732	-1.025133							-0.013326729				
8.733	-1.031669							-0.013411697				
8.734	-1.048008							-0.013624104				
8.735	-1.008794							-0.013114322				
8.736	-0.985919							-0.012816947				
8.737	-1.002258							-0.013029354				
8.738	-1.025133							-0.013326729				
8.739	-1.064347							-0.013836511				
8.74	-1.113365							-0.014473745				
8.741	-1.139508							-0.014813604				
8.742	-1.132972							-0.014728636				
8.743	-1.093758							-0.014218854				
8.744	-1.123168							-0.014601184				
8.745	-1.181989							-0.015365857				
8.746	-1.231007							-0.016003091				
8.747	-1.280024							-0.016640312				
8.748	-1.299631							-0.016895203				
8.749	-1.276757							-0.016597841				
8.75	-1.28656							-0.01672528				
8.751	-1.276757							-0.016597841				
8.752	-1.270221							-0.016512873				
8.753	-1.250614							-0.016257982				
8.754	-1.2114							-0.0157482				
8.755	-1.204864							-0.015663232				
8.756	-1.146043							-0.014898559				
8.757	-1.074151							-0.013963963				
8.758	-1.04474							-0.01358162				
8.759	-1.051276							-0.013666588				
8.76	-1.064347							-0.013836511				
8.761	-1.067615							-0.013878995				
8.762	-1.028401							-0.013369213				
8.763	-1.008794							-0.013114322				
8.764	-0.998991							-0.012986883				
8.765	-1.034937							-0.013454181				
8.766	-1.097026							-0.014261338				
8.767	-1.155847							-0.015026011				
8.768	-1.178722							-0.015323386				
8.769	-1.188525							-0.015450825				
8.77	-1.244078							-0.016173014				
8.771	-1.335578							-0.017362514				
8.772	-1.374792							-0.017872296				
8.773	-1.404202							-0.018254626				
8.774	-1.40747							-0.01829711				
8.775	-1.345381							-0.017489953				
8.776	-1.28656							-0.01672528				
8.777	-1.244078							-0.016173014				
8.778	-1.217936							-0.015833168				
8.779	-1.191793							-0.015493309				
8.78	-1.132972							-0.014728636				
